City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Haines Junction,60.75,-137.51,-11.2,83,67,2.24,CA,2020-11-06 03:04:13
293,Manicore,-5.81,-61.3,74.73,96,99,2.64,BR,2020-11-06 03:04:13
294,Jinchang,38.5,102.17,44.58,49,0,2.24,CN,2020-11-06 03:04:14
295,Ambilobe,-13.2,49.05,73.53,75,2,4.79,MG,2020-11-06 03:04:14
296,Kincardine,56.07,-3.72,46.4,93,75,3.36,GB,2020-11-06 03:00:25
297,Tha Maka,13.9,99.77,86.0,67,2,11.61,TH,2020-11-06 03:04:14
298,Kimbe,-5.55,150.14,84.9,70,72,5.01,PG,2020-11-06 03:04:14
299,Trairi,-3.28,-39.27,79.9,76,63,12.03,BR,2020-11-06 03:04:14
300,Nsoko,-27.03,31.95,71.6,88,75,3.36,SZ,2020-11-06 03:04:14
301,Pangnirtung,66.15,-65.71,8.49,73,100,7.99,CA,2020-11-06 03:04:12
302,Boende,-0.22,20.87,70.5,98,100,0.38,CD,2020-11-06 03:04:15
303,Paramonga,-10.67,-77.83,60.6,86,23,6.42,PE,2020-11-06 03:04:15
